route,name,type,departure_time,arrival_time,duration,price,seats_available,rating,from_place,to_place
Ongole to Hyderabad,VV Vinayak Travels,Non A/C Seater / Sleeper (2+1),22:20,06:10,07h 50m,594,4,2.1,Ongole,Hyderabad
Ongole to Hyderabad,Orange Tours And Travels,NON A/C Sleeper (2+1),22:45,06:45,08h 00m,800,10,2.0,Ongole,Hyderabad
Ongole to Hyderabad,Sri Laxmi Sravanthi Siva Tours And Travels,Non A/C Seater / Sleeper (2+1),22:00,05:45,07h 45m,799,2,1.9,Ongole,Hyderabad
Ongole to Hyderabad,VV Vinayak Travels,A/C Seater / Sleeper (2+1),23:15,06:40,07h 25m,717,14,2.1,Ongole,Hyderabad
Ongole to Hyderabad,Vihari Travels ,NON AC Seater / Sleeper 2+1,23:00,07:00,08h 00m,694,2,2.5,Ongole,Hyderabad
Ongole to Hyderabad,KKaveri Travels,Non A/C Seater / Sleeper (2+1),23:15,06:10,06h 55m,670,2,2.0,Ongole,Hyderabad
Ongole to Hyderabad,V Kaveri Travels,NON A/C Sleeper (2+1),22:45,06:00,07h 15m,900,8,3.5,Ongole,Hyderabad
Ongole to Hyderabad,Sri Krishna Travels,A/C Semi Sleeper / Sleeper (2+1),21:30,05:15,07h 45m,650,11,3.2,Ongole,Hyderabad
Ongole to Hyderabad,Sri Krishna Travels,A/C Seater / Sleeper (2+1),22:30,06:00,07h 30m,610,9,3.7,Ongole,Hyderabad
Ongole to Hyderabad,SRI SVR travels,A/C Sleeper (2+1),20:30,04:00,07h 30m,1378,2,3.5,Ongole,Hyderabad
Ongole to Hyderabad,Sri Krishna Travels,A/C Sleeper (2+1),23:30,06:17,06h 47m,1100,11,3.4,Ongole,Hyderabad
Ongole to Hyderabad,Sri Krishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),23:59,06:55,06h 56m,1490,16,3.5,Ongole,Hyderabad
Ongole to Hyderabad,Sri Krishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),00:15,06:40,06h 25m,1150,22,3.5,Ongole,Hyderabad
Ongole to Hyderabad,KMBT Travels,NON A/C Hi-Tech Push Back (2+2),23:00,06:20,07h 20m,618,5,3.1,Ongole,Hyderabad
Ongole to Hyderabad,Sri Tulasi Tours and Travels,Non A/C Seater / Sleeper (2+1),21:50,05:15,07h 25m,589,1,3.5,Ongole,Hyderabad
Ongole to Hyderabad,Rajeswari Travels,Non A/C Seater / Sleeper (2+1),23:50,06:27,06h 37m,570,4,3.0,Ongole,Hyderabad
Ongole to Hyderabad,Ramu Tours & Travels,A/C Seater / Sleeper (2+1),23:30,06:15,06h 45m,790,14,3.2,Ongole,Hyderabad
Ongole to Hyderabad,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),21:30,05:40,08h 10m,600,3,2.5,Ongole,Hyderabad
Ongole to Hyderabad,Cherry tours&travels,Non A/C Seater / Sleeper (2+1),22:45,06:15,07h 30m,665,5,2.9,Ongole,Hyderabad
Ongole to Hyderabad,Vihari Travels ,Non A/C Seater / Sleeper (2+1),21:50,06:00,08h 10m,580,4,2.6,Ongole,Hyderabad
Ongole to Hyderabad,SBT,Non A/C Seater / Sleeper (2+1),21:55,06:40,08h 45m,470,3,2.5,Ongole,Hyderabad
Ongole to Hyderabad,Ramu Tours & Travels,A/C Seater / Sleeper (2+1),23:00,05:45,06h 45m,790,14,2.4,Ongole,Hyderabad
Ongole to Hyderabad,Ramu Tours & Travels,A/C Sleeper (2+1),23:50,06:35,06h 45m,1090,16,2.3,Ongole,Hyderabad
Ongole to Hyderabad,Sri Krishna Travels,A/C Seater / Sleeper (2+1),23:59,07:05,07h 06m,1200,6,1.8,Ongole,Hyderabad
Ongole to Hyderabad,My Star Transport,Non A/C Seater / Sleeper (2+1),21:55,06:10,08h 15m,570,7,1.6,Ongole,Hyderabad
Ongole to Hyderabad,Sri Laxmi Sravanthi Siva Tours And Travels,Non A/C Seater / Sleeper (2+1),22:45,05:25,06h 40m,655,13,2.0,Ongole,Hyderabad
Ongole to Hyderabad,Vihari Tours And Travels,Non A/C Seater / Sleeper (2+1),22:00,06:15,08h 15m,3000,39,3.7,Ongole,Hyderabad
Ongole to Hyderabad,METRO LINES TRAVELS,NON A/C Seater/ Sleeper (2+1),23:30,05:30,06h 00m,2500,41,3.7,Ongole,Hyderabad
Ongole to Hyderabad,KTC Travels,A/C Seater / Sleeper (2+1),23:55,05:55,06h 00m,2000,23,3.7,Ongole,Hyderabad
Ongole to Hyderabad,Vihari Tours And Travels,Non A/C Seater / Sleeper (2+1),22:20,06:35,08h 15m,3999,41,3.7,Ongole,Hyderabad
Ongole to Hyderabad,Vihari Tours And Travels,Non A/C Seater / Sleeper (2+1),21:50,06:00,08h 10m,3000,41,3.7,Ongole,Hyderabad
Ongole to Hyderabad,Vihari Tours And Travels,NON A/C Sleeper (2+1),23:30,06:35,07h 05m,3000,36,3.7,Ongole,Hyderabad
Ongole to Hyderabad,Padmavathi Travels,A/C Sleeper (2+1),23:59,06:30,06h 31m,1000,10,3.6,Ongole,Hyderabad
Ongole to Hyderabad,Rajeswari Travels,Non A/C Seater / Sleeper (2+1),23:59,07:35,07h 36m,665,8,3.0,Ongole,Hyderabad
Ongole to Hyderabad,Rajeswari Travels,A/C Seater / Sleeper (2+1),23:59,07:35,07h 36m,1519,32,3.0,Ongole,Hyderabad
Ongole to Hyderabad,Sri Sivanjali Bus,Non A/C Seater / Sleeper (2+1),22:15,05:50,07h 35m,3000,40,2.7,Ongole,Hyderabad
Ongole to Hyderabad,Sri Laxmi Sravanthi Siva Tours And Travels,Non A/C Seater / Sleeper (2+1),22:55,06:10,07h 15m,699,22,2.0,Ongole,Hyderabad
Bangalore to Tirupati,APSRTC - 47211,Express(Non AC Seater),18:30,00:50,06h 20m,294,42,3.1,Bangalore,Tirupati
Bangalore to Tirupati,APSRTC - 5501,SAPTAGIRI EXPRESS,20:30,02:30,06h 00m,284,31,4.3,Bangalore,Tirupati
Bangalore to Tirupati,APSRTC - 5082,Super Luxury (Non AC Seater 2+2 Push Back),20:45,02:25,05h 40m,398,31,3.4,Bangalore,Tirupati
Bangalore to Tirupati,APSRTC - 5497,SAPTAGIRI EXPRESS,21:00,03:00,06h 00m,284,36,4.0,Bangalore,Tirupati
Bangalore to Tirupati,APSRTC - 5672,Express(Non AC Seater),21:30,03:55,06h 25m,314,36,4.3,Bangalore,Tirupati
Bangalore to Tirupati,APSRTC - 5469,SAPTAGIRI EXPRESS,21:30,03:30,06h 00m,284,44,3.8,Bangalore,Tirupati
Bangalore to Tirupati,APSRTC - 5084,Super Luxury (Non AC Seater 2+2 Push Back),21:35,03:15,05h 40m,398,13,4.3,Bangalore,Tirupati
Bangalore to Tirupati,APSRTC - 5119,Super Luxury (Non AC Seater 2+2 Push Back),21:45,03:30,05h 45m,399,29,3.0,Bangalore,Tirupati
Bangalore to Tirupati,APSRTC - 5449,Super Luxury (Non AC Seater 2+2 Push Back),21:45,04:45,07h 00m,425,27,3.5,Bangalore,Tirupati
Bangalore to Tirupati,APSRTC - 5457,Super Luxury (Non AC Seater 2+2 Push Back),21:55,03:30,05h 35m,398,25,4.2,Bangalore,Tirupati
Bangalore to Tirupati,APSRTC - 5625,Express(Non AC Seater),22:00,04:00,06h 00m,294,41,3.9,Bangalore,Tirupati
Bangalore to Tirupati,APSRTC - 5094,Super Luxury (Non AC Seater 2+2 Push Back),22:10,03:20,05h 10m,398,31,2.1,Bangalore,Tirupati
Bangalore to Tirupati,APSRTC - 5315,Super Luxury (Non AC Seater 2+2 Push Back),22:10,04:00,05h 50m,399,24,4.5,Bangalore,Tirupati
Bangalore to Tirupati,APSRTC - 5028,Super Luxury (Non AC Seater 2+2 Push Back),22:25,03:35,05h 10m,398,18,3.8,Bangalore,Tirupati
Bangalore to Tirupati,APSRTC - 5463,SAPTAGIRI EXPRESS,22:30,04:30,06h 00m,284,33,4.0,Bangalore,Tirupati
Bangalore to Tirupati,APSRTC - 5447,Super Luxury (Non AC Seater 2+2 Push Back),22:35,04:10,05h 35m,398,27,3.6,Bangalore,Tirupati
Bangalore to Tirupati,APSRTC - 5086,Super Luxury (Non AC Seater 2+2 Push Back),22:50,04:00,05h 10m,398,29,4.2,Bangalore,Tirupati
Bangalore to Tirupati,APSRTC - 47148,INDRA(A.C. Seater),22:55,03:45,04h 50m,506,31,4.4,Bangalore,Tirupati
Bangalore to Tirupati,APSRTC - 5459,SAPTAGIRI EXPRESS,23:00,05:00,06h 00m,284,42,3.8,Bangalore,Tirupati
Bangalore to Tirupati,APSRTC - 5465,SAPTAGIRI EXPRESS,23:20,05:20,06h 00m,284,43,4.0,Bangalore,Tirupati
Bangalore to Tirupati,APSRTC - 5445,Super Luxury (Non AC Seater 2+2 Push Back),23:30,04:40,05h 10m,398,31,3.9,Bangalore,Tirupati
Bangalore to Tirupati,APSRTC - 47239,Express(Non AC Seater),23:35,06:00,06h 25m,280,43,3.8,Bangalore,Tirupati
Bangalore to Tirupati,APSRTC - 5453,Super Luxury (Non AC Seater 2+2 Push Back),23:50,05:30,05h 40m,398,15,4.5,Bangalore,Tirupati
Bangalore to Tirupati,APSRTC - 5461,SAPTAGIRI EXPRESS,23:55,05:55,06h 00m,284,40,3.8,Bangalore,Tirupati
Bangalore to Tirupati,IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),17:20,23:45,06h 25m,666,14,4.7,Bangalore,Tirupati
Bangalore to Tirupati,Navayuga Travels,A/C Sleeper (2+1),17:20,22:40,05h 20m,600,18,4.0,Bangalore,Tirupati
Bangalore to Tirupati,Rajesh Transports,A/C Seater / Sleeper (2+1),17:20,21:55,04h 35m,700,21,4.6,Bangalore,Tirupati
Bangalore to Tirupati,Abhishek Bus,A/C Seater / Sleeper (2+1),17:25,23:15,05h 50m,600,13,3.4,Bangalore,Tirupati
Bangalore to Tirupati,FRESHBUS,Electric A/C Seater (2+2),17:25,00:35,07h 10m,450,20,4.6,Bangalore,Tirupati
Bangalore to Tirupati,NueGo,Electric A/C Seater (2+2),17:25,00:55,07h 30m,314,14,3.8,Bangalore,Tirupati
Bangalore to Tirupati,Jabbar Travels,VE A/C Sleeper (2+1),17:30,00:30,07h 00m,720,6,3.6,Bangalore,Tirupati
Bangalore to Tirupati,Sri Krishna Travels,A/C Sleeper (2+1),17:30,23:30,06h 00m,750,17,3.8,Bangalore,Tirupati
Bangalore to Tirupati,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),17:30,00:30,07h 00m,550,15,4.5,Bangalore,Tirupati
Bangalore to Tirupati,IntrCity SmartBus,A/C Seater / Sleeper (2+1),17:40,00:25,06h 45m,495,14,3.6,Bangalore,Tirupati
Bangalore to Tirupati,Shyamoli Paribahan Pvt Ltd,Volvo 9600 A/C Seater/Sleeper (2+1),17:45,23:30,05h 45m,599,23,3.5,Bangalore,Tirupati
Bangalore to Tirupati,Sri Krishna Travels,A/C Sleeper (2+1),18:00,02:00,08h 00m,700,20,3.8,Bangalore,Tirupati
Bangalore to Tirupati,IntrCity SmartBus,A/C Seater / Sleeper (2+1),18:00,00:50,06h 50m,499,14,3.4,Bangalore,Tirupati
Bangalore to Tirupati,Sri Krishna Travels,Non A/C Seater / Sleeper (2+1),18:00,01:30,07h 30m,600,10,3.8,Bangalore,Tirupati
Bangalore to Tirupati,Kamakshi Tours And Travels,A/C Sleeper (2+1),18:30,01:45,07h 15m,700,36,3.8,Bangalore,Tirupati
Bangalore to Tirupati,Sri Vengamamba Bus Transport (SVBT),A/C Seater/Sleeper (2+1),18:50,03:00,08h 10m,645,10,4.4,Bangalore,Tirupati
Bangalore to Tirupati,IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),19:00,01:35,06h 35m,712,15,4.6,Bangalore,Tirupati
Bangalore to Tirupati,CCC Bus,A/C Sleeper (2+1),19:00,01:30,06h 30m,699,34,3.8,Bangalore,Tirupati
Bangalore to Tirupati,IntrCity SmartBus,A/C Seater / Sleeper (2+1),19:30,02:15,06h 45m,495,11,4.8,Bangalore,Tirupati
Bangalore to Tirupati,Sri Vengamamba Bus Transport (SVBT),A/C Seater/Sleeper (2+1),19:45,04:00,08h 15m,490,7,3.0,Bangalore,Tirupati
Bangalore to Tirupati,Vihari Travels ,NON A/C Sleeper (2+1),20:00,03:00,07h 00m,474,25,3.8,Bangalore,Tirupati
Bangalore to Tirupati,Zingbus Plus,VE A/C Sleeper (2+1),20:00,01:25,05h 25m,599,27,3.9,Bangalore,Tirupati
Bangalore to Tirupati,VEGA BUS,A/C Seater / Sleeper (2+1),20:00,02:40,06h 40m,380,23,3.2,Bangalore,Tirupati
Bangalore to Tirupati,Dream Line Travels Pvt Ltd,A/C Sleeper (2+1),20:15,02:30,06h 15m,770,4,3.6,Bangalore,Tirupati
Bangalore to Tirupati,Sri Vinayaka Travels,A/C Seater / Sleeper (2+1),20:15,03:30,07h 15m,450,14,4.6,Bangalore,Tirupati
Bangalore to Tirupati,KMBT Travels,A/C Seater / Sleeper (2+1),20:15,03:00,06h 45m,474,16,3.1,Bangalore,Tirupati
Bangalore to Tirupati,RK Travels,Non A/C Seater / Sleeper (2+1),20:20,03:20,07h 00m,399,18,3.6,Bangalore,Tirupati
Bangalore to Tirupati,Sri Vengamamba Bus Transport (SVBT),Non A/C Seater / Sleeper (2+1),20:20,04:15,07h 55m,450,6,3.4,Bangalore,Tirupati
Bangalore to Tirupati,RK Travels,A/C Seater / Sleeper (2+1),20:29,04:00,07h 31m,499,25,4.0,Bangalore,Tirupati
Bangalore to Tirupati,AKHILA TRAVELS,A/C Semi Sleeper / Sleeper (2+1),20:30,02:46,06h 16m,499,19,3.7,Bangalore,Tirupati
Bangalore to Tirupati,FRESHBUS,Electric A/C Seater (2+2),20:30,03:30,07h 00m,450,17,4.5,Bangalore,Tirupati
Bangalore to Tirupati,Jabbar Travels,A/C Sleeper (2+1),20:30,03:30,07h 00m,733,2,3.3,Bangalore,Tirupati
Bangalore to Tirupati,Kaveri Travels,A/C Sleeper (2+1),20:40,03:00,06h 20m,450,13,3.7,Bangalore,Tirupati
Bangalore to Tirupati,BSRM Travels,Non A/C Seater / Sleeper (2+1),20:45,04:00,07h 15m,499,12,4.6,Bangalore,Tirupati
Bangalore to Tirupati,AKHILA TRAVELS,A/C Semi Sleeper / Sleeper (2+1),20:45,03:01,06h 16m,499,14,3.1,Bangalore,Tirupati
Bangalore to Tirupati,Jabbar Travels,NON A/C Sleeper (2+1),20:45,04:00,07h 15m,648,1,3.9,Bangalore,Tirupati
Bangalore to Tirupati,Go Tour Travels and Holidays,A/C Sleeper (2+1),20:50,03:00,06h 10m,660,6,4.5,Bangalore,Tirupati
Bangalore to Tirupati,Rajeswari Travels,Non A/C Seater / Sleeper (2+1),21:00,04:00,07h 00m,428,3,3.3,Bangalore,Tirupati
Bangalore to Tirupati,IntrCity SmartBus,Volvo Multi Axle Sleeper B11R (2+1),21:00,02:55,05h 55m,705,23,3.0,Bangalore,Tirupati
Bangalore to Tirupati,CHOPPA TRAVELS,A/C Sleeper (2+1),21:00,03:45,06h 45m,699,14,3.2,Bangalore,Tirupati
Bangalore to Tirupati,GreenLine Travels And Holidays,Non A/C Seater / Sleeper (2+1),21:00,04:00,07h 00m,600,7,4.1,Bangalore,Tirupati
Bangalore to Tirupati,AGR Travels,A/C Sleeper (2+1),21:00,04:00,07h 00m,599,3,4.2,Bangalore,Tirupati
Bangalore to Tirupati,MRS TRAVELS,A/C Sleeper (2+1),21:10,03:30,06h 20m,599,13,4.4,Bangalore,Tirupati
Bangalore to Tirupati,Intercity travels,Bharat Benz A/C Sleeper (2+1),21:15,03:30,06h 15m,699,3,4.7,Bangalore,Tirupati
Bangalore to Tirupati,Abhishek Bus,Scania Multi-Axle AC Semi Sleeper (2+2),21:25,02:50,05h 25m,399,16,3.0,Bangalore,Tirupati
Bangalore to Tirupati,Rajesh Transports,A/C Seater / Sleeper (2+1),21:25,03:55,06h 30m,550,13,4.5,Bangalore,Tirupati
Bangalore to Tirupati,Sai Sri Balaji Travels,Bharat Benz NON A/C sleeper (2+1),21:30,05:00,07h 30m,500,6,3.1,Bangalore,Tirupati
Bangalore to Tirupati,GKT TRAVELS,A/C Seater / Sleeper (2+1),21:30,03:30,06h 00m,474,15,3.1,Bangalore,Tirupati
Bangalore to Tirupati,Zingbus Plus,A/C Seater / Sleeper (2+1),21:30,03:50,06h 20m,568,29,3.9,Bangalore,Tirupati
Bangalore to Tirupati,ASHITHA TRAVELS,A/C Sleeper (2+1),21:40,03:45,06h 05m,759,8,3.2,Bangalore,Tirupati
Bangalore to Tirupati,LUCKY TRAVELS,A/C Sleeper (2+1),21:50,04:05,06h 15m,649,5,4.0,Bangalore,Tirupati
Bangalore to Tirupati,NueGo,Electric A/C Seater (2+2),22:00,05:55,07h 55m,488,6,3.7,Bangalore,Tirupati
Bangalore to Tirupati,KTC Travels,A/C Seater / Sleeper (2+1),22:00,04:45,06h 45m,499,26,3.4,Bangalore,Tirupati
Bangalore to Tirupati,Bharathi Travels,Non A/C Seater / Sleeper (2+1),22:00,04:00,06h 00m,550,19,3.0,Bangalore,Tirupati
Bangalore to Tirupati,JTS Tours and Travels,A/C Sleeper (2+1),22:00,03:59,05h 59m,693,18,3.2,Bangalore,Tirupati
Bangalore to Tirupati,KTC Travels,A/C Seater / Sleeper (2+1),22:00,04:45,06h 45m,470,29,3.6,Bangalore,Tirupati
Bangalore to Tirupati,FRESHBUS,Electric A/C Seater (2+2),22:30,04:50,06h 20m,475,22,4.4,Bangalore,Tirupati
Bangalore to Tirupati,VEGA BUS,A/C Seater / Sleeper (2+1),22:30,04:00,05h 30m,523,5,3.2,Bangalore,Tirupati
Bangalore to Tirupati,NueGo,Electric A/C Seater (2+2),22:50,05:45,06h 55m,391,19,4.4,Bangalore,Tirupati
Bangalore to Tirupati,FRESHBUS,Electric A/C Seater (2+2),23:00,04:45,05h 45m,450,30,4.4,Bangalore,Tirupati
Bangalore to Tirupati,GreenLine Travels And Holidays,NON A/C Sleeper (2+1),23:00,05:00,06h 00m,660,15,3.2,Bangalore,Tirupati
Bangalore to Tirupati,FRESHBUS,Electric A/C Seater (2+2),23:50,06:05,06h 15m,475,36,3.7,Bangalore,Tirupati
Bangalore to Tirupati,Orange Tours And Travels,A/C Sleeper (2+1),17:20,21:45,04h 25m,720,23,2.2,Bangalore,Tirupati
Bangalore to Tirupati,Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),17:24,20:48,03h 24m,300,35,2.4,Bangalore,Tirupati
Bangalore to Tirupati,Abhishek Bus,A/C Seater/Sleeper (2+1),17:25,23:55,06h 30m,450,19,2.8,Bangalore,Tirupati
Bangalore to Tirupati,Svkdt travels,A/C Sleeper (2+1),17:25,23:15,05h 50m,630,12,2.9,Bangalore,Tirupati
Bangalore to Tirupati,SRKT Travels,A/C Seater / Sleeper (2+1),17:25,23:50,06h 25m,600,29,2.2,Bangalore,Tirupati
Bangalore to Tirupati,Orange Tours and Travels Grand,A/C Sleeper (2+1),17:30,23:15,05h 45m,720,17,2.3,Bangalore,Tirupati
Bangalore to Tirupati,Jagan Travels,A/C Sleeper (2+1),17:30,23:45,06h 15m,549,18,2.2,Bangalore,Tirupati
Bangalore to Tirupati,Komitla Trans lines.,NON A/C Sleeper (2+1),17:50,20:30,02h 40m,508,7,2.1,Bangalore,Tirupati
Bangalore to Tirupati,Svkdt travels,A/C Sleeper (2+1),18:00,23:45,05h 45m,677,5,2.9,Bangalore,Tirupati
Bangalore to Tirupati,SRKT Travels,A/C Seater / Sleeper (2+1),18:00,00:30,06h 30m,550,31,2.2,Bangalore,Tirupati
Bangalore to Tirupati,Navayuga Travels,A/C Sleeper (2+1),18:15,21:10,02h 55m,600,24,2.9,Bangalore,Tirupati
Bangalore to Tirupati,CHAITRA SRI TRAVELS,Non A/C Seater / Sleeper (2+1),18:15,00:50,06h 35m,500,16,2.3,Bangalore,Tirupati
Bangalore to Tirupati,SRS Travels,Non A/C Seater / Sleeper (2+1),18:15,23:55,05h 40m,462,17,2.6,Bangalore,Tirupati
Bangalore to Tirupati,Komitla Trans lines.,NON A/C Sleeper (2+1),19:00,01:55,06h 55m,637,12,2.1,Bangalore,Tirupati
Bangalore to Tirupati,KMBT Travels,Non A/C Seater / Sleeper (2+1),19:30,02:30,07h 00m,427,17,2.0,Bangalore,Tirupati
Bangalore to Tirupati,Varsha Travels,A/C Sleeper (2+1),19:30,23:00,03h 30m,1899,3,1.3,Bangalore,Tirupati
Bangalore to Tirupati,Sri Venkataramana Travels,Non A/C Seater / Sleeper (2+1),19:35,02:30,06h 55m,540,26,1.6,Bangalore,Tirupati
Bangalore to Tirupati,Rapid Travels,NON A/C Sleeper (2+1),20:00,03:20,07h 20m,549,15,2.1,Bangalore,Tirupati
Bangalore to Tirupati,Rapid Travels,NON A/C Sleeper (2+1),20:00,03:00,07h 00m,599,12,2.4,Bangalore,Tirupati
Bangalore to Tirupati,Simhapuri Travels,NON A/C Sleeper (2+1),20:00,03:00,07h 00m,449,8,1.8,Bangalore,Tirupati
Bangalore to Tirupati,GreenLine Travels And Holidays,A/C Sleeper (2+1),20:15,02:00,05h 45m,1999,11,2.0,Bangalore,Tirupati
Bangalore to Tirupati,Svkdt travels,Volvo Multi-Axle A/C Sleeper (2+1),20:30,02:00,05h 30m,677,25,2.9,Bangalore,Tirupati
Bangalore to Tirupati,KKaveri Travels,Non A/C Seater / Sleeper (2+1),20:45,02:40,05h 55m,500,9,2.3,Bangalore,Tirupati
Bangalore to Tirupati,KKaveri Travels,Non A/C Seater / Sleeper (2+1),20:55,03:30,06h 35m,490,5,2.8,Bangalore,Tirupati
Bangalore to Tirupati,Komitla Trans lines.,A/C Sleeper (2+1),21:00,03:00,06h 00m,563,2,2.2,Bangalore,Tirupati
Bangalore to Tirupati,SRI RATAN TATA EXPRESS,A/C Sleeper (2+1),21:15,03:30,06h 15m,618,15,2.8,Bangalore,Tirupati
Bangalore to Tirupati,GRV Yatrikha LLP,Scania AC Multi Axle Sleeper (2+1),21:15,03:00,05h 45m,699,9,2.0,Bangalore,Tirupati
Bangalore to Tirupati,Varsha Travels,A/C Sleeper (2+1),21:25,04:00,06h 35m,599,18,1.9,Bangalore,Tirupati
Bangalore to Tirupati,KTC Travels,A/C Seater / Sleeper (2+1),22:00,04:45,06h 45m,399,27,1.9,Bangalore,Tirupati
Bangalore to Tirupati,Balaji Tourist,Volvo Multi-Axle A/C Semisleeper (2+2),22:00,05:00,07h 00m,1500,1,0.0,Bangalore,Tirupati
Bangalore to Tirupati,Varsha Travels,A/C Sleeper (2+1),23:30,04:30,05h 00m,599,26,1.6,Bangalore,Tirupati
Bangalore to Tirupati,Prasanna Travels,A/C Sleeper (2+1),17:20,23:30,06h 10m,1000,11,3.2,Bangalore,Tirupati
Bangalore to Tirupati,Abhishek Bus,A/C Sleeper (2+1),17:20,23:43,06h 23m,900,17,3.0,Bangalore,Tirupati
Bangalore to Tirupati,Sri Krishna Travels,A/C Sleeper (2+1),17:20,22:45,05h 25m,950,20,3.8,Bangalore,Tirupati
Bangalore to Tirupati,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),17:20,21:30,04h 10m,799,11,4.8,Bangalore,Tirupati
Bangalore to Tirupati,Rajesh Transports,A/C Sleeper (2+1),17:20,22:40,05h 20m,875,15,3.8,Bangalore,Tirupati
Bangalore to Tirupati,Intercity travels,Bharat Benz A/C Sleeper (2+1),17:20,23:30,06h 10m,999,9,4.4,Bangalore,Tirupati
Bangalore to Tirupati,Rajesh Transports,Volvo 9600 Multi-Axle A/C Sleeper (2+1),17:20,23:25,06h 05m,1010,17,4.0,Bangalore,Tirupati
Bangalore to Tirupati,CCC Bus,A/C Sleeper (2+1),17:25,23:40,06h 15m,999,17,3.8,Bangalore,Tirupati
Bangalore to Tirupati,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),17:30,23:59,06h 29m,999,4,3.9,Bangalore,Tirupati
Bangalore to Tirupati,Chalasani Travels (Kaleswari),A/C Sleeper (2+1),17:30,00:03,06h 33m,949,8,4.3,Bangalore,Tirupati
Bangalore to Tirupati,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),17:30,22:00,04h 30m,1000,22,3.4,Bangalore,Tirupati
Bangalore to Tirupati,Shree Manikanta Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),17:30,21:10,03h 40m,1299,19,3.0,Bangalore,Tirupati
Bangalore to Tirupati,SVD Vedansh Travels,A/C Sleeper (2+1),18:00,21:00,03h 00m,1349,33,3.7,Bangalore,Tirupati
Bangalore to Tirupati,Chalasani Travels (Kaleswari),A/C Sleeper (2+1),18:00,01:06,07h 06m,949,12,4.3,Bangalore,Tirupati
Bangalore to Tirupati,Rajesh Transports,NON A/C Sleeper (2+1),18:00,00:55,06h 55m,800,13,4.3,Bangalore,Tirupati
Bangalore to Tirupati,Sai Balaji Travels,A/C Sleeper (2+1),18:00,23:09,05h 09m,3999,34,3.7,Bangalore,Tirupati
Bangalore to Tirupati,Intercity travels,Bharat Benz A/C Sleeper (2+1),18:10,23:59,05h 49m,1011,4,4.2,Bangalore,Tirupati
Bangalore to Tirupati,Rajesh Transports,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:15,21:15,03h 00m,1000,12,4.3,Bangalore,Tirupati
Bangalore to Tirupati,Sri Vengamamba Bus Transport (SVBT),A/C Sleeper (2+1),18:30,02:00,07h 30m,800,6,4.9,Bangalore,Tirupati
Bangalore to Tirupati,Rajesh Transports,A/C Volvo B11R Multi-Axle Sleeper (2+1),18:30,00:30,06h 00m,975,23,4.3,Bangalore,Tirupati
Bangalore to Tirupati,Sri Krishna Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),19:00,02:00,07h 00m,900,20,3.8,Bangalore,Tirupati
Bangalore to Tirupati,Rajesh Transports,NON A/C Sleeper (2+1),19:30,02:30,07h 00m,800,20,5.0,Bangalore,Tirupati
Bangalore to Tirupati,Rajesh Transports,Volvo 9600 Multi-Axle A/C Sleeper (2+1),20:00,01:30,05h 30m,1080,9,4.8,Bangalore,Tirupati
Bangalore to Tirupati,METRO LINES TRAVELS,NON A/C Seater/ Sleeper (2+1),20:10,03:00,06h 50m,2500,37,3.8,Bangalore,Tirupati
Bangalore to Tirupati,BNR Travels,A/C Sleeper (2+1),20:25,04:00,07h 35m,2255,26,3.5,Bangalore,Tirupati
Bangalore to Tirupati,Shyamoli Paribahan Pvt Ltd,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),20:30,01:45,05h 15m,1460,11,3.9,Bangalore,Tirupati
Bangalore to Tirupati,Sri Krishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),20:30,03:00,06h 30m,1000,15,4.0,Bangalore,Tirupati
Bangalore to Tirupati,BNR Travels,NON A/C Sleeper (2+1),20:30,03:45,07h 15m,4090,24,3.5,Bangalore,Tirupati
Bangalore to Tirupati,CHOPPA TRAVELS,NON A/C Sleeper (2+1),21:00,03:30,06h 30m,799,17,4.8,Bangalore,Tirupati
Bangalore to Tirupati,Rajesh Transports,A/C Volvo B11R Multi-Axle Sleeper (2+1),21:00,03:30,06h 30m,1080,12,4.5,Bangalore,Tirupati
Bangalore to Tirupati,GreenLine Travels And Holidays,A/C Sleeper (2+1),21:15,04:15,07h 00m,820,26,4.0,Bangalore,Tirupati
Bangalore to Tirupati,Abhishek Bus,A/C Sleeper (2+1),21:15,03:00,05h 45m,1149,20,3.0,Bangalore,Tirupati
Bangalore to Tirupati,GreenLine Travels And Holidays,VE A/C Sleeper (2+1),21:30,04:00,06h 30m,900,26,3.5,Bangalore,Tirupati
